time,w,x,y,z
1725366383640,0.9996595118683659,-0.02600417762616594,-0.0021528423276806984,9.13619151333596e-05
1725366383686,0.9995995714086793,-0.028081322818395624,-0.0034825159999103553,9.072300835531924e-05
1725366383801,0.999536214822849,-0.0302796165482247,-0.003239118754936652,9.049306602700781e-05
1725366383848,0.9996099464126575,-0.027563419622604036,-0.004495841406091704,-1.8483596172787433e-05
1725366383962,0.9995434143025956,-0.029948308216003066,-0.004005588887575074,0.00013044911885654116
1725366384003,0.9996181835735986,-0.027262458847615943,-0.004480119820189746,0.00041705275246419393
1725366384123,0.9995508505789481,-0.029695955498563263,-0.0039838862051216435,0.0006131758583539228
1725366384169,0.9996212466850815,-0.027025756911836406,-0.005158571213035053,0.0006006514347776304
1725366384285,0.9995603801051627,-0.029322787152326064,-0.00434446748950254,0.000588455499255523
1725366384326,0.9994888224190772,-0.0317358159300835,-0.0038331554340619157,0.0004886368758818285
1725366384446,0.9995597829585688,-0.029314188661118047,-0.004560245956691478,0.0003504165714395641
1725366384490,0.9996000717452332,-0.027592558883065173,-0.0061890388984445046,0.0002075059581920975
1725366384606,0.9995305973120693,-0.03020937518528431,-0.005096447730898891,7.006011200419543e-05
1725366384651,0.9996015006342498,-0.027957330277497867,-0.0038979708973730476,-0.00018285621122607302
1725366384768,0.9995271059923098,-0.030534967338238267,-0.003602332270180875,-0.000450952886317871
1725366384810,0.9995403619360017,-0.029659538537206306,-0.006220114948741168,-0.0008287367682872888
1725366384929,0.9995025058501295,-0.031221862318918808,-0.004358320043460278,-0.000970133521390772
1725366384975,0.9995486910069711,-0.029285646998222645,-0.006588074787006552,-0.0011672432252939654
1725366385089,0.9995065960946129,-0.031058952660101193,-0.004545960759170303,-0.00111358151656817
1725366385135,0.9995163168908808,-0.030340467140136183,-0.006736108950567153,-0.0011014348880828443
1725366385251,0.9994801367895538,-0.03191395600478468,-0.004471120637225992,-0.000982168777320432
1725366385296,0.9995416976736051,-0.029645046839032612,-0.00603947622354139,-0.001044287615611758
1725366385412,0.9996157251198364,-0.027062239080481637,-0.005916090496337289,-0.0010184214912392449
1725366385453,0.9995405283409672,-0.029784347207943825,-0.005548897923674274,-0.0009135628547889015
1725366385572,0.9994592223657569,-0.032516629352320726,-0.004795018025360992,-0.0009692500898878353
1725366385613,0.9995204317637153,-0.03081754549128327,-0.002792187450301263,-0.0011785864462205105
1725366385733,0.9994496810931279,-0.03281405831242967,-0.0046521996831294715,-0.001389092517218178
1725366385780,0.9993852484720567,-0.03491384197444226,-0.0028740251802489214,-0.001374319574252882
1725366385895,0.9993474123359802,-0.03570313589377493,-0.005258158086070462,-0.0015450949074633652
1725366385941,0.9994336873265915,-0.03342595817533614,-0.003518228053698941,-0.0016223526729521086
1725366386055,0.9995209309561754,-0.03081377194361765,-0.0025163648711957532,-0.0014449729901408227
1725366386101,0.999590137888621,-0.02835536221430474,-0.0037959101260916024,-0.001058648108519089
1725366386217,0.9995123309594962,-0.031037550709238405,-0.003314004256071862,-0.0008877396446192179
1725366386263,0.9994207897577861,-0.03391044053046847,-0.0026784620039832503,-0.0009964257352064114
1725366386377,0.9993209982104354,-0.03678408843564469,-0.001776426789013442,-0.0011479030972825557
1725366386421,0.9993865458187267,-0.03486956210078604,-0.0029308252770139445,-0.0014338544588857372
1725366386540,0.9994510576663825,-0.032864029198834285,-0.0038403728122669654,-0.0016704643157878978
1725366386584,0.9994264112736863,-0.03379389234157814,-0.0013374691277896326,-0.001741397524601128
1725366386700,0.9993687751391925,-0.03529128894364631,-0.00354058993593662,-0.0020100806927983695
1725366386742,0.9994451827979264,-0.033164709799717106,-0.0021317386203589844,-0.0022100444281782008
1725366386861,0.9995280420512866,-0.03054569523111715,-0.0023762570526428494,-0.002237645724601237
1725366386905,0.9994584044514289,-0.03272785150782778,-0.002766263192173579,-0.0020330506725573586
1725366387022,0.9993856696887943,-0.034893465777968063,-0.002771860544075174,-0.0017452953349661458
1725366387068,0.9994904839035347,-0.03178744113961759,-0.0025262836616088196,-0.0013960884408388099
1725366387184,0.9994646654120428,-0.03230152306718826,-0.005048383549642911,-0.0012280162333300716
1725366387225,0.999371304503496,-0.03522069471517223,-0.003926551635098922,-0.0010395147992944271
1725366387344,0.9992567219564723,-0.038349070303060104,-0.0037911889956460934,-0.00098960481776154
1725366387386,0.9993326396886251,-0.036437181498370934,-0.002360443133295095,-0.0010175291808601594
1725366387505,0.9992175304691175,-0.039423885632994454,-0.0030401476827261217,-0.0009173586331203112
1725366387552,0.9992971711409065,-0.0373744518131579,-0.002819187981003998,-0.0006052111825207272
1725366387666,0.9991774525480355,-0.04039844693856744,-0.003492591566937277,-0.00043082330095764183
1725366387708,0.9992605073124172,-0.03820486051811366,-0.004320531843919748,-0.00040020383240447176
1725366387827,0.9993285023541738,-0.03625281554658665,-0.005303132032482311,-0.0003931134126255142
1725366387872,0.9992124464087099,-0.03943489530527487,-0.004390923603447208,-0.0003094577382744349
1725366387988,0.9991186022531754,-0.0418650648713215,-0.00304605793421164,-0.0002377099977441898
1725366388035,0.9992252220249815,-0.03913818393182918,-0.004130627672538527,-0.0003100688237596286
1725366388149,0.9993280083784947,-0.036399837423896485,-0.004305206803073343,-0.00022068114566360135
1725366388192,0.999241639496542,-0.03880982881738735,-0.003152565042493915,6.646112133867358e-05
1725366388310,0.9993270565525303,-0.0364479468156572,-0.004111211392189608,0.00028134652581809455
1725366388355,0.9992276556591319,-0.03915191012504963,-0.003294370637041046,0.0006059881359717729
1725366388471,0.9993228087731013,-0.036567751332995904,-0.004026587071718852,0.0007141602351613427
1725366388514,0.999248969107227,-0.038645682225235345,-0.0027208971175149426,0.0007782688263637215
1725366388633,0.9993550570824508,-0.03568134022631753,-0.003964674009175668,0.0007701969789748765
1725366388680,0.999288377515552,-0.03747091502579373,-0.004234826338330673,0.0008575169676472111
1725366388795,0.9993895056991939,-0.03478305196691636,-0.0031067659796868625,0.0010503329639091142
1725366388837,0.9993065576099954,-0.03689671917560073,-0.00485066245176175,0.0012276422592515555
1725366388958,0.9993962628533694,-0.03444396431376002,-0.004343761889228773,0.0013619286770495081
1725366389002,0.9992941627445453,-0.03718068709580254,-0.005186697439846743,0.001367838232264079
1725366389115,0.9992087791137221,-0.039213496434791856,-0.006505875513369087,0.001338291159660943
1725366389161,0.9993354728215739,-0.03600887693477703,-0.005489524391676959,0.001355973573007401
1725366389276,0.999412856845321,-0.03408704816503127,-0.0032009928808147403,0.0013297985733062036
1725366389320,0.9993489033848008,-0.03576948325538572,-0.004595399367038363,0.0010934696595176017
1725366389438,0.999255627023658,-0.038274313050779434,-0.0047184355745995,0.0010025905323016245
1725366389482,0.9993419804778053,-0.035890341990083376,-0.005152056818521517,0.0009724798565545208
1725366389600,0.9992593380362477,-0.03817338634952784,-0.004745987759612318,0.0010215293219135884
1725366389642,0.9993914807635166,-0.03458325120231757,-0.00442003204892267,0.001063122885495551
1725366389761,0.9993046651975965,-0.03697001575972325,-0.0047333745642706105,0.0009996070626089577
1725366389803,0.9993646238962619,-0.03551401330423007,-0.00288434892143527,0.0008853784555647063
1725366389921,0.9992596371183796,-0.03825480230573317,-0.00402249921429998,0.0007531445178480856
1725366389967,0.9993466303543442,-0.03600910934443441,-0.0030137344111739665,0.0007575279117227549
1725366390082,0.9993900268728044,-0.03490801886309953,-0.00045416078640867093,0.0008933891698695672
1725366390123,0.9993631529574577,-0.03558078556080243,-0.002532388547352091,0.000939796813503265
1725366390244,0.9993135607611432,-0.036743073007147645,-0.004624217323157966,0.0009851289380377283
1725366390286,0.9993903871257888,-0.0347849921853369,-0.0027406917108669243,0.0011606240468607677
1725366390405,0.9994791216843095,-0.032186315678962255,-0.0019021865353944418,0.0013813350642785053
1725366390449,0.9994012002115081,-0.034393678498273614,-0.003420168840091052,0.0016181286289079315
1725366390567,0.9993294506930955,-0.03618360766047316,-0.005302589629447789,0.0018105406184156787
1725366390612,0.999405723316809,-0.034242302096320204,-0.003359138127765857,0.0020931172420365295
1725366390728,0.9993336791553551,-0.0360466647672642,-0.005278721350352331,0.0022295214472089213
1725366390770,0.9994120021559959,-0.033979274988343314,-0.003885759762976815,0.0024412474013783725
1725366390888,0.9993299524510417,-0.03601333386837932,-0.0060259574214835444,0.002524629683305773
1725366390934,0.9993870326078437,-0.03461973650941841,-0.004446439172429113,0.002694824297232778
1725366391049,0.9993167350286473,-0.03621843480069696,-0.00685631091469842,0.002697975706492415
1725366391094,0.9993231579932638,-0.03644867436654917,-0.004085346991156249,0.002833721096614158
1725366391209,0.999248033365807,-0.03818478811558462,-0.006188181260411016,0.0026450300231657706
1725366391253,0.9993107998143324,-0.0368303298861628,-0.003930694038218691,0.002449861076426994
1725366391371,0.9992166537802134,-0.03920770489897947,-0.004838215238807715,0.0023294544706313047
1725366391416,0.9993085806926262,-0.036688200927752046,-0.005542494442801979,0.0023700679579959456
1725366391532,0.9992124605628693,-0.03907215257486161,-0.0064304066224333085,0.0025446846039148745
1725366391580,0.9993048102427282,-0.03680336168142639,-0.0052029809007184975,0.0028875221969568276
1725366391694,0.999370718353956,-0.03516139859367081,-0.003425274481499967,0.0031797547643600205
1725366391735,0.9992617781033711,-0.03800429936030248,-0.0045366430073715165,0.00331525595467775
1725366391855,0.999154866087056,-0.04053331071951014,-0.005959366544716104,0.0033302022549181473
1725366391899,0.9992450728029754,-0.038433615196269574,-0.004592263972909746,0.003324577194859701
1725366392015,0.9993380088199328,-0.0361144062418573,-0.003096717200661374,0.003115145612823741
1725366392057,0.9992570365792385,-0.03825913646775664,-0.0038340407513537244,0.0026293450015179185
1725366392176,0.9991679523105056,-0.04056539224727732,-0.003435901203123184,0.002458985640055939
1725366392218,0.9992646375701658,-0.037962987470377886,-0.004783295611352356,0.0024730077200533513
1725366392338,0.9992590422032748,-0.03766792436435794,-0.007480618884575596,0.0025562453283801117
1725366392379,0.9992313368803163,-0.038763775871822184,-0.005037999666251034,0.002953580183057595
1725366392497,0.9991828426702298,-0.03956885355936801,-0.007615436311669102,0.0031556094845510644
1725366392543,0.9992653386334583,-0.037726638097572034,-0.005754818533034252,0.0035165106663309063
1725366392659,0.9993437856813095,-0.03579032765981687,-0.0040721609504435,0.0038036786596001605
1725366392702,0.9992508537081545,-0.03807085199626797,-0.005740456073443477,0.0039228504778544586
1725366392821,0.9991623446346638,-0.03999155527075015,-0.007689100646194579,0.004020236615003416
1725366392866,0.9992553064240691,-0.037867043971298676,-0.00609019062257513,0.004222456914624443
1725366392981,0.9991550214253493,-0.04017306121537278,-0.007595773985618488,0.004203870913242119
1725366393023,0.9992263598687146,-0.038668002322647915,-0.005843730387302401,0.004161508747361886
1725366393143,0.9991137981967066,-0.04153171391102301,-0.00547907697622808,0.004088362514759388
1725366393189,0.9991965189498282,-0.039387415545682924,-0.006279877893374266,0.003938419584233031
1725366393304,0.9990764503975494,-0.042224394789457956,-0.006958477989778298,0.0038634608529726226
1725366393346,0.9991655204407788,-0.04027757881142182,-0.0055578103842538395,0.0038846043723662032
1725366393464,0.9990735522053765,-0.04261576874214119,-0.004575787786029242,0.0038724287448852145
1725366393508,0.9991826064222503,-0.0398598523495527,-0.0056165726510457575,0.003710162471610402
1725366393625,0.9990766022812254,-0.04221744911202056,-0.007124013952377803,0.0035886194953598
1725366393668,0.9991574039636189,-0.04030867620015692,-0.006866646419105712,0.003541453744944993
1725366393787,0.999254397046885,-0.03776839777449706,-0.007178381477632269,0.003559347043393248
1725366393830,0.9991670601835345,-0.03996336566952724,-0.007372515322081522,0.0037096180911628173
1725366393947,0.9992719460449738,-0.03714827442920479,-0.007812332140774105,0.00381458004839502
1725366393994,0.9991951375194674,-0.039366892887428305,-0.006569815125774702,0.004020252610906064
1725366394110,0.9992880045082767,-0.03684992023789616,-0.007099545829039188,0.003894081836388269
1725366394154,0.9991810882251424,-0.03956408168460999,-0.007687349794348083,0.0035694574956317694
1725366394270,0.9992839161209259,-0.03690974040192901,-0.0076460106763797725,0.00329614414504882
1725366394315,0.9993204603253765,-0.03636122346194239,-0.005124124805845408,0.0031972407482670708
1725366394431,0.9992171818581334,-0.03886480206679283,-0.006744475343835076,0.003010430556469878
1725366394476,0.9990674702875695,-0.0425248054100068,-0.006871960698408867,0.0029337508751007472
1725366394592,0.999029854511459,-0.042949519721650474,-0.009344868388878623,0.0027132978618676683
1725366394637,0.9991011051011324,-0.0417683451176598,-0.006724703716995861,0.0026768436163968155
1725366394754,0.9991540649792164,-0.04081499532736712,-0.004199362565977908,0.0027669380141663634
1725366394795,0.9990642126054209,-0.042684533452708194,-0.006391132896810416,0.0028076886099839497
1725366394914,0.999160497698714,-0.04053343339651688,-0.005114062579314551,0.0030310030490590402
1725366394959,0.9990602984998656,-0.04276030703353464,-0.0062921097090349615,0.003238125872617529
1725366395076,0.9989443354341385,-0.04528046568989685,-0.006945356157000182,0.0034141117154816575
1725366395120,0.9990583976584074,-0.042737331626907585,-0.006577684642753844,0.003545788821636663
1725366395236,0.999029215778899,-0.042907644432819206,-0.009319892264971628,0.0035636607012982675
1725366395279,0.9990454207244488,-0.042962534732773346,-0.006928472438803607,0.0038031839962171165
1725366395398,0.9989306232630735,-0.045627579609236385,-0.0062799878609274586,0.0040367856912362264
1725366395443,0.9990118219483705,-0.043613990891835756,-0.007447338648621342,0.0042114787114336215
1725366395559,0.998926902100425,-0.045079273699717565,-0.009710885347439345,0.004313009218960205
1725366395602,0.999020789319798,-0.043351556627866196,-0.007587386835825513,0.004531733199607156
1725366395720,0.9991318733818264,-0.04081015860305302,-0.007028485382440411,0.00454212951648241
1725366395762,0.9990307447734442,-0.04330325219902491,-0.006528255040479303,0.004447609754835683
1725366395880,0.9991439649588225,-0.040683336812474186,-0.006101642400148192,0.004355841157228722
1725366395926,0.9990381453093626,-0.04305532758280875,-0.007125442074915919,0.004272125794374373
1725366396041,0.9991532402156827,-0.04034524835189094,-0.006721167809627485,0.004459753939525078
1725366396087,0.9991006328715646,-0.041074648438543075,-0.009372663003539644,0.004790807814054623
1725366396206,0.9991990157760684,-0.038390166848787675,-0.010109859318895255,0.0050311734228353925
1725366396247,0.9992935812211853,-0.03576249088918365,-0.010337073095036885,0.005150504379890888
1725366396364,0.9993826013556031,-0.03382421606132158,-0.008993672427577147,0.0030744709805431373
1725366396410,0.9994375766258223,-0.03324673864367915,-0.004235540866695148,-0.0011157918394799108
1725366396525,0.9992743463988008,-0.03610311974125609,0.0032169443739003324,-0.011704556509890638
1725366396570,0.9985118226929205,-0.045426180667641466,0.00895471324136687,-0.028816924943117515
1725366396686,0.9963354977864621,-0.06491912215736384,0.015168274721604879,-0.05358177741443564
1725366396728,0.9915068411810151,-0.09505604416309295,0.022445892038124842,-0.08587615670209191
1725366396848,0.9808749777539298,-0.14077014574306845,0.038798733639368185,-0.12869616292525698
1725366396894,0.9604086930519355,-0.20123802506858735,0.06451612255444376,-0.18153806627621516
1725366397009,0.9213727053975163,-0.2843269949098327,0.10242943637660731,-0.24441503283876906
1725366397050,0.854223483420979,-0.3854868481027759,0.1520716093211601,-0.31396871810801225
1725366397170,0.7791676145655291,-0.4586375106628533,0.19334387042435897,-0.3810086744348125
1725366397208,0.7027853866604477,-0.5060103672644302,0.22407647950018283,-0.44703013304725436
1725366397331,0.6326514566561396,-0.539270402240977,0.23872946430686548,-0.5019440312718905
1725366397374,0.5726106340438625,-0.5621202477349742,0.23698248469906635,-0.5477017352648371
1725366397491,0.5273142081339623,-0.5732517261166028,0.21361836220859595,-0.5896519140405675
1725366397538,0.499467369134977,-0.573782820086345,0.17189300396203186,-0.6259060774046333
1725366397652,0.48336161055928156,-0.568987251248837,0.1359444002826537,-0.6512558494060685
1725366397695,0.47987372461180905,-0.5604718031438756,0.1057125312562194,-0.6666464033078146
1725366397813,0.48291743314232055,-0.5492348130787414,0.07502372058050555,-0.6778667378031249
1725366397857,0.49249973942024416,-0.5354832136350723,0.04384878255135938,-0.6846743889286429
1725366397975,0.49668518397563965,-0.5264228334321378,0.024614011641500507,-0.6896208950512426
1725366398020,0.49613065813776575,-0.5224796670365744,0.017673207189470144,-0.6932222048786204
1725366398136,0.4898856767764908,-0.5274026320129677,0.019514568335844903,-0.6938859193395552
1725366398177,0.48022151914785866,-0.5371607183194763,0.03199598982213396,-0.6926917870720924
1725366398296,0.4696315843691571,-0.5477819826738772,0.05192100208977881,-0.6904239885481852
1725366398342,0.45655840192044,-0.5611032690991874,0.0782677557255271,-0.6859968698585643
1725366398457,0.4450517972986451,-0.5728483047493323,0.09864872999490448,-0.6812063898242985
1725366398498,0.4360961390558798,-0.582580160464959,0.11404615569852232,-0.6763238784070584
1725366398619,0.43186439856026737,-0.5901945934329283,0.12893646912529225,-0.66973044582744
1725366398659,0.4325792531227793,-0.595512524141689,0.1435617458338215,-0.6615361278806152
1725366398779,0.43397546652740027,-0.6009098460803289,0.16032562960858968,-0.6518192570234865
1725366398818,0.43578277334594084,-0.6064874147920227,0.17902562450246295,-0.6404812377621318
1725366398939,0.4360441990406429,-0.6128294081445652,0.19695310497091167,-0.6288998707572638
1725366398984,0.43539533344521325,-0.6193298966337841,0.21444523206701022,-0.6171504072699329
1725366399101,0.4506850210616566,-0.6147270529573627,0.21175750102770488,-0.61168000041812
1725366399143,0.4810182460330407,-0.5981794933014202,0.18801613312648216,-0.6127419313716976
1725366399262,0.5130169006455306,-0.5817727069167429,0.1633932665273062,-0.6096366275022819
1725366399304,0.5462062191136609,-0.5654331793069763,0.13712273142965184,-0.6026121824736336
1725366399423,0.5653764033631278,-0.5575788167950886,0.11742408971499313,-0.5963782094746319
1725366399469,0.5704487196516965,-0.560468238135676,0.10453669356374842,-0.5912154361885268
1725366399584,0.5749174559695588,-0.5635424497533509,0.09803993578662364,-0.585045294945987
1725366399627,0.5770483704980973,-0.5667618628783725,0.09327541721440911,-0.5805995740918224
1725366399747,0.5831733941102646,-0.5651188824203228,0.08531225883261478,-0.5772965092799336
1725366399793,0.5949712687578192,-0.5557405166095553,0.07457749406193387,-0.5758470846767375
1725366399907,0.6079221868697957,-0.5455470970311259,0.07140104452331106,-0.5724603658536866
1725366399952,0.6198542575971118,-0.5359259958260607,0.07220382628564213,-0.5686392826795307
1725366400068,0.6254214944569874,-0.5315507324727098,0.06900775933019251,-0.5670447091994955
1725366400113,0.6264864116556843,-0.5319611794085852,0.06571567917446727,-0.5658741283392005
1725366400229,0.6242035007615024,-0.5363746960742745,0.06625303744049409,-0.5641654988371969
1725366400275,0.6182845607104668,-0.5448406303462069,0.07012668427933341,-0.562098868227823
1725366400391,0.6126119547228909,-0.552960957817413,0.07403265420531982,-0.5598749308297019
1725366400436,0.6072128183795903,-0.560724843427057,0.07802356307636246,-0.5574877279044678
1725366400552,0.6025674952439556,-0.5666335692562543,0.08069932193076317,-0.5561712248105419
1725366400592,0.6007398348600118,-0.5694001762341891,0.08530531375963397,-0.5546332964772405
1725366400712,0.5994735342933976,-0.5721748677949646,0.0880251829134703,-0.55271961202643
1725366400759,0.5997411348659636,-0.572608532492071,0.08777301743466215,-0.552019870183472
1725366400874,0.5995894623307432,-0.57232982656841,0.08617833900184767,-0.5527244703909775
1725366400919,0.5991963436924411,-0.5714563786130946,0.08389083652343067,-0.5544038930197157
1725366401035,0.5995696821412914,-0.5694603724083147,0.07998167387890166,-0.5566273550204871
1725366401075,0.6002772903796987,-0.5676472181293959,0.07525400077171303,-0.5583732136951199
1725366401195,0.6000548466356719,-0.5684194715998884,0.07138372433317883,-0.5583348898604392
1725366401240,0.5986043221136021,-0.5710280644196327,0.06662919249820137,-0.5578175023241206
1725366401357,0.5984076361609534,-0.5710082145095903,0.06397778554750205,-0.5583589910651281
1725366401402,0.5979415551726281,-0.5712369010261783,0.06367982486138081,-0.558658374509298
1725366401518,0.5972128942337523,-0.5728610435519735,0.06615125159531123,-0.5574863188042041
1725366401561,0.5961900660760749,-0.5745739541730283,0.0695782343163643,-0.5564000769298953
1725366401679,0.5940648961825596,-0.5765010777793288,0.07038235365004566,-0.5565785934956151
1725366401725,0.5946402504735231,-0.5751621619830515,0.07287199358024035,-0.5570288435004145
1725366401840,0.5936362985250494,-0.5753489355720446,0.07629527831304468,-0.5574482737588562
1725366401883,0.5892655655112785,-0.5802105980622353,0.08076678322491633,-0.5564157455773835
1725366402001,0.5855746644674242,-0.5842305297484816,0.08455798689819533,-0.5555420301789928
1725366402047,0.5827207103527192,-0.5874546331403324,0.08806479050514678,-0.5545973497964668
1725366402161,0.5799236870972531,-0.5910339844922718,0.09168155827612219,-0.5531381727839604
1725366402203,0.5769282006397878,-0.5934442560558121,0.09259228930903915,-0.5535381054827316
1725366402320,0.5742699222517837,-0.5964500905098112,0.09092079584042756,-0.5533486738138185
1725366402366,0.573874696062451,-0.5986253389755893,0.08905545988517839,-0.5517106685756852
1725366402484,0.5750713846031706,-0.5997816940141677,0.09111680432442305,-0.5488647830803067
1725366402525,0.5776319845355372,-0.5999716943673219,0.096710446042935,-0.5449975651557706
1725366402646,0.5804579566539715,-0.60006628655431,0.10283401698779565,-0.5407533423365691
1725366402688,0.5835781985227609,-0.5992717947149075,0.10837689481934559,-0.5371817671304744
1725366402806,0.5862113852943283,-0.5989103623867421,0.11571378905829581,-0.5331724942257037
1725366402849,0.5887075207989936,-0.5998032518681938,0.12719779967150435,-0.5267639260254734
1725366402967,0.5867447437369346,-0.602938319241866,0.13944446821707104,-0.5222559039116079
1725366403009,0.5828608166267542,-0.6055512840912377,0.1544559522198188,-0.5193498527972404
1725366403129,0.5805905500102372,-0.6055652718101657,0.1647295880885182,-0.518719073896919
1725366403174,0.5790214199209295,-0.6040911058986995,0.16953015916867767,-0.5206415813004949
1725366403290,0.5767582639971971,-0.6048209810340325,0.17225027628031928,-0.5214128193028281
1725366403334,0.574498799544492,-0.6072608017841977,0.17380210114550548,-0.5205557391632124
1725366403451,0.5734946843587931,-0.6099803423631945,0.17404506348951168,-0.5183976705364525
1725366403495,0.5737206445495541,-0.6128950556663528,0.17276480035770092,-0.5151277477623839
1725366403611,0.5732750451087578,-0.6154561685690396,0.1702234044584557,-0.5134134978751947
1725366403655,0.573948943776514,-0.6174859660096549,0.17092538875173097,-0.5099786301395551
1725366403772,0.5759903795789626,-0.6176670076993813,0.17110719757986778,-0.5073902612078193
